N,P,K,pH,Moisture,Soil_Health
13.949386065204184,93.44360268055144,43.276687959926264,7.097026870745579,85.3284798567202,52.737700652870785
29.214464853521815,35.16226872396344,68.54438832219016,8.50796304957829,85.61536219946603,35.001934893202474
36.63618432936917,10.142082844921651,33.2456157148712,7.186253505359277,9.9237664919681,35.77823993803078
45.606998421703594,48.58717591863256,5.658565614671563,8.14572490481866,9.072088274783086,28.7624309891137
78.51759613930136,25.677656772050796,37.39210470128136,6.433530135098166,26.26954770019353,58.78115693946332
19.967378215835975,28.487290196192284,94.44485826943034,7.874369690797209,87.47660625539935,41.367161832242054
51.42344384136116,30.728996492628657,64.17343972985582,8.60868660100435,12.890258507349895,36.58634939282662
59.24145688620425,80.30258978326634,67.1479148667207,7.074553336749928,71.99968026274462,69.49544859701408
4.645041271999773,53.91612766752545,63.22821536376399,5.313533177530708,10.116561961310321,38.29802674792651
60.75448519014384,31.130769915600364,19.899213895943678,5.7095892676358915,62.31378537478254,52.06552777906811
17.052412368729154,61.03337833109184,41.833386410228016,5.393900596038326,35.60672991191448,49.07478336607879
6.505159298527952,71.61506742231936,75.09397983633183,5.610856624180798,78.8913962965867,52.556004124958044
94.88855372533332,27.262400073353376,10.137289755315916,5.878869522079664,23.36904488253636,52.296529873927874
96.56320330745594,41.354910152535155,27.785277608971228,6.998102040389348,63.920182938995985,65.23926865471034
80.83973481164611,12.188609333694755,27.631910846585363,7.1459623325872474,23.568253457588494,49.79320299122676
30.46137691733707,18.11493495346803,43.2018927594506,6.4192488625883755,71.36602831121537,49.74412832452743
9.767211400638388,68.11178539649828,98.0368740942185,7.26939350919376,87.36780345607488,55.11205147926192
68.42330265121569,18.143834769562694,6.750254668382194,4.867087165251147,12.680179912676003,29.008184713358595
44.01524937396013,52.516338366706016,51.870099438059505,4.89504706676172,86.65956885955035,40.53329517616599
12.203823484477883,70.90462617224327,17.936468201221047,5.273232571609463,59.35752544142979,45.88991199752475
49.51769101112702,10.687692309474384,97.06765454097442,6.831348741181552,12.711049086702397,55.47069906846392
3.4388521115218396,56.73122196289035,11.33035047274642,5.462976054142411,42.7541855359712,43.083452426221726
90.9320402078782,25.656278370136377,40.36010023615913,5.774779815716598,16.08602934850979,53.19936152302652
25.87799816000169,96.29268752375798,73.78849848346061,6.3014077627784735,70.03478888665695,70.78739563984307
66.2522284353982,48.35456467199247,70.45544280274453,8.15339755804671,75.88681344179497,51.75583511024346
31.171107608941096,80.59925497751581,42.272863689393226,4.56237961160787,10.579652027279895,38.10090686919837
52.00680211778108,55.022654215626176,34.652416795271826,7.422204691064801,50.613985269464436,61.163159471904216
54.67102793432797,4.341253285481916,39.76123785528706,7.509944389683084,81.46250560259172,39.17968719004584
18.485445552552704,63.31513755940223,26.42762631586393,8.093951011604865,93.61630415509966,29.813843813229347
96.95846277645586,95.14033422066571,20.53329387067998,8.697388225771409,51.351786674177,63.77437786691788
77.51328233611146,60.16118201463312,48.303969755889,4.590620320271804,95.02792236114071,42.41576087669774
93.9498941564189,81.91888594267903,26.853375606760732,5.1920266748094726,53.56889704560298,67.61915913349144
89.48273504276489,88.42064633484078,28.746166489725013,8.487770823251969,39.419049459990795,59.87104541650366
59.78999788110851,22.807977194893247,65.67560634745571,6.563333529841569,84.82031285528954,55.686519978707295
92.18742350231169,21.204483990822666,96.85373316998923,7.040657875200585,49.2982710458089,79.04890382868157
8.84925020519195,61.09809888509917,60.363720055937506,7.483622416754163,47.190251056452304,57.26757973870283
19.59828624191452,41.10284698067047,7.697946706496628,7.555799720230368,49.03124894098283,44.74673633220482
4.522728891053807,83.98613028667204,7.558361385406698,8.692831814924286,84.67850018697453,27.148698170794084
32.53303307632643,90.00231233980112,95.1423220845566,8.986272378352513,83.19415416880521,51.16720575934424
38.8677289689482,35.34213793027181,29.729079030733363,7.740708574189231,40.35199924402112,46.191824354356264
27.134903177389592,23.687055897448207,9.206698608247542,5.792495441423179,33.3299859870525,40.90935989411506
82.87375091519293,78.05255152438619,59.90445871503815,8.458885810324546,49.19280240391293,66.7794709500705
35.67533266935893,27.48060355481361,62.36487782902661,4.721494115433427,57.277250973710906,46.306418691746345
28.093450968738075,82.26143185136785,64.85048201186882,5.539863837935233,23.833721062799697,57.188488740890286
54.26960831582485,42.37382536487628,26.74020278575413,8.538235728586717,79.39550847155907,35.42412792389341
14.092422497476264,66.75498992914704,1.5110684214475034,5.652861814977097,48.648276573242285,49.9009865148095
80.21969807540397,9.553531383466819,96.50153694544719,5.492929768297868,33.40455484199596,62.66162359250505
7.455064367977082,62.3859324676573,25.089304569110247,5.121563819131112,10.68209929639906,30.993386700010156
98.68869366005173,45.17676787372291,67.60262880525475,8.366002909411124,23.884516040360694,55.354381956328986
77.22447692966574,58.66084631754741,70.66298698787095,6.7502621663598905,94.92811717559837,62.72180874007199
19.87156815341724,16.801420774486342,61.00074170794857,7.537019413743696,30.50996868195266,43.42048180527662
0.5522117123602399,73.68737449441821,31.290739421364822,5.575798728337634,16.885928936703532,40.90874219624205
81.54614284548342,86.27970775432286,27.109625376406576,7.911181894550474,46.06727916549932,64.80317456404467
70.68573438476172,21.673980009077564,59.76682827027031,7.9200249523294435,30.70877433602487,50.00606298463197
72.90071680409874,9.571455552016172,86.60956336116915,5.90669111208735,3.5159250271194153,51.99494736848069
77.12703466859458,2.3638586046336396,94.67337289233956,6.348071848546272,32.314521727941724,67.52916714853654
7.4044651734090365,64.1971500443266,10.590580440375764,5.443606248435904,54.41086239394686,46.121331214630075
35.84657285442726,60.70940360887808,15.482861259771985,8.89452460495307,55.17123720199669,41.47680151100989
11.586905952512971,54.669741271407005,94.47362587830797,7.405211596762852,35.65589211768887,59.685345629474384
86.31034258755935,23.194709611597542,73.65352283347926,8.70544746321982,44.73027562526006,56.28104526057484
62.329812682755794,39.09059959055147,88.29938248297731,5.8652349463311,96.55179182347663,55.67391323196843
33.08980248526492,59.4476335186173,20.263263413534315,8.018509108486004,37.73484772303116,43.968255307124466
6.355835028602364,49.67668588591694,58.758587110940184,7.946363897481339,25.822681325998296,40.31421079137518
31.09823217156622,98.77855202148874,70.11395944174737,7.612450433399437,24.34670440667601,60.508928679221114
32.518332202674706,13.643975255673313,68.01118854469726,8.845375388700603,45.776461270413414,42.423338741453875
72.96061783380641,69.51445540475937,40.81516908666981,6.27099901247842,75.9520148716944,65.75964355868078
63.75574713552131,40.431876810429216,1.5394891691308477,5.088227956153908,20.59881841884732,36.7679652112476
88.72127425763266,42.819961492561475,58.29260568042631,7.522689866598274,70.92961271407681,61.45034136235059
47.22149251619493,71.75977656581762,25.310153917960875,7.781894102147428,2.1149823349416286,38.49859727410417
11.959424593830171,69.24361513243696,45.02542461428904,7.087772580564666,41.8932977983946,58.83016732037449
71.3244787222995,99.12559937021884,95.75810150838173,5.430680519100283,77.58650652027869,73.4980812903369
76.07850486168974,12.839428945412523,39.903531764243475,6.770051737512099,33.873295577443145,58.59746799901298
56.127719756949624,10.410964938416633,83.98016066644267,5.904853814561083,56.37371014453995,64.30821375660341
77.0967179954561,72.43388171287411,18.854060574925114,6.423599376750101,20.49792328259108,61.817815912587854
49.379559636439076,57.83869170064091,67.24604980250288,7.403483591300988,74.19953911261723,58.51074306342887
52.27328293819941,27.416066655980586,97.70069544389435,7.853466342108756,5.227910326875962,45.57201494109414
42.75410183585496,7.9419368988986605,10.189310087293679,5.545011109056044,85.25426448755003,30.751616741644277
2.541912674409519,8.565824959643054,0.8319942227192012,6.32396412291129,19.819638642166815,30.00830391459141
10.789142699330444,89.41908746641182,43.35827926326144,5.711227069462331,87.43980317083307,48.39046579448476
3.142918568673425,19.18673247187429,9.26254830513672,5.393842262378411,35.25292413005173,31.267165544447902
63.64104112637804,32.33715621155208,74.83843496762313,8.025242489981274,72.26835744744866,51.50578650513239
31.435598107632668,22.6656402226988,91.45486638485589,8.591637124966466,31.922529778618845,44.12423140626297
50.85706911647028,35.49963058319373,43.402097270875885,6.166044835580595,90.59116712346476,48.63055715886968
90.7566473926093,6.942384274609337,25.871164215544095,7.880755159681951,12.663712551837436,37.48930585691535
24.929222914887493,51.90597909082704,43.44033190066098,8.53647880213985,17.85197892725987,33.710487219049995
41.038292303562976,6.76125635922149,72.3447817850001,8.307558947386042,49.303012515880226,47.65444562797213
75.55511385430486,80.03565078223616,0.9054161580370979,5.322660248426517,8.193843903814614,44.57760110709191
22.879816549162246,23.3712081910433,58.945398948469716,8.803313466810126,19.598018470176193,30.287810000274032
7.697990982879299,54.00119146045106,61.329168488737906,6.1950439819325815,94.37663822120143,45.94632354965942
28.9751452913768,88.00790875614582,63.76882468959355,6.026582975282263,97.64896611478872,54.97056873809056
16.122128725400444,65.08773690471942,24.202207998087722,4.780940972750011,37.62593293304219,40.69656368403405
92.96976523425731,53.29577865513353,71.40527233781268,6.687781443471973,92.32860210139357,66.25319401019888
80.8120379564417,32.43337531153756,9.13914863317764,4.9905612703841795,54.48246756734317,49.08540804633594
63.34037565104234,33.300191305819794,19.92703364668008,5.618429194173417,26.974246587376705,47.66355027728842
87.14605901877177,66.94869551981901,87.74700466544819,5.926241797952766,70.23987210805987,77.23707452629246
80.36720768991145,99.41393612211675,73.87231507265663,8.139718455712579,65.89018065748571,69.58886275814139
18.657005888603585,66.18391898493786,1.3745554011345251,8.439698926781535,98.91253191087334,20.726176781649905
89.25589984899777,55.77834173700249,24.83762603698002,5.8610984285766135,26.50472874092833,60.8839205933391
53.93422419156507,73.06505102392461,21.440648299316457,8.364141545600582,67.20595026617355,46.32475790224204
80.74401551640625,46.52056122837182,27.080632803697256,8.35753921816406,5.202375502944689,36.512647989512836
89.60912999234932,6.0142342600785215,24.755977027988642,7.94092927673193,11.36460386967194,35.70397417706185
31.800347497186387,56.22968158779098,6.252629574284574,5.1601280130683165,0.3918374951093262,27.163966646244155
11.005192452767677,95.76252845053801,45.894051659682034,7.6064528110532805,99.94606810596731,41.39794278119432
22.793516254194166,17.530294235765965,73.27334747861651,8.75260829061256,80.22736971474778,32.210357704541615
42.71077886262563,69.00048908206658,60.67317247174364,7.571432154452207,78.67230147335408,54.27351125592016
81.80147659224932,20.093368865905646,67.28716685980798,5.9922758209852525,50.97260752881797,71.0287388385838
86.07305832563435,53.582768447308126,8.114917853623915,6.752606928438741,30.006708290543994,60.928801611815246
0.6952130531190703,9.667644964671961,95.14907101767872,7.4057626950797415,15.126428446267592,40.42326764500716
51.07473025775657,45.037093625818514,83.84918338430248,6.797566839278266,28.467473884646367,66.51304567337354
41.7411003148779,75.61633288952461,80.50903184956627,5.039788237789364,37.597122192913915,61.49905581299633
22.210781047073024,34.757152423898205,82.29838050417675,5.904288200934093,75.6310096980294,54.349146173678776
11.98653673336828,66.4911724487218,93.27105081327613,8.110782137491347,53.96617889031524,58.228600726989725
33.7615171403628,79.54499607897291,54.42539661136977,8.376381207429828,7.748362655548268,40.08523715347961
94.29097039125192,92.71778194794527,20.02820178676259,5.117850147220066,1.802900895891224,49.82349269017711
32.320293202075526,23.464208185545353,61.678360785254114,8.785740385794261,10.233217953406315,29.05316510467288
51.87906217433661,39.931591580930814,74.2881493667939,5.9797017803187416,41.049871369737936,67.10782305056964
70.30189588951778,15.241601333041743,73.79173933540254,7.48041182428824,93.31929170490183,46.9075298686697
36.3629602379294,99.24835021583752,52.14490241668801,7.883213156805065,63.74024812092216,59.7387799584793
97.17820827209607,92.70009679242953,6.845871933357806,8.153758055870476,80.18258998755151,52.36687457266994
96.24472949421113,53.99571302805596,37.11129384301278,8.755873660016686,46.637459450454855,57.69560373758359
25.178229582536417,84.20332943764213,92.07666084633573,5.9081379661297015,36.16660831950428,71.5449039348066
49.72485058923854,52.09579772720422,58.4448909757426,8.363279045481995,10.840037271662272,39.91393748606975
30.087830981676966,62.35856880027597,53.83319432557134,5.092591065462932,87.5933022186205,41.64716007335757
28.484049437746762,8.912443211601662,26.885351438219352,7.672684078591168,78.31600290279029,31.585654197415202
3.6886947354532795,75.52704204968079,36.84489199165789,7.838899782812936,16.811809759772512,38.098169975488595
60.956433397989684,12.771348363523483,89.53460891531692,7.5497545854059425,51.22605638762605,63.689606804776155
50.26790232288615,82.60676302525283,66.64630475268358,5.635416312608188,48.73748079212449,73.16213080761334
5.147875124998935,78.20280876703859,78.73870267523328,8.428694161568416,62.50915526865286,50.527883942929066
27.864646423661142,70.87446977429764,45.434542306765515,5.259863085166778,94.61868939912613,40.25706229496555
90.82658859666537,3.6160380524762115,63.024721945615795,4.741356561843739,57.97714417624796,52.56282395459006
23.95618906669724,30.31283559453286,24.838360874320752,7.728592457753605,54.02172667786186,43.61563385128594
14.48948720912231,26.311256991084285,70.54608302834863,6.639640718547302,5.032293293466394,44.088234957743396
48.9452760277563,36.01364074715191,42.76013337033373,8.320941089814042,6.290747601802393,31.870832497912282
98.56504541106007,8.764274676383854,44.25455148147456,6.225287134762166,18.734679132678888,57.07003520381287
24.20552715115004,93.69578230310628,64.93223245768817,5.257253648284708,3.247077169174828,47.10536499038003
67.21355474058785,55.38022407123763,93.62806214689266,8.263989866114414,74.33528955700123,57.7305352096952
76.16196153287176,30.552431065802356,6.400634660862092,6.970093342380323,72.3330303993963,51.59762957617242
23.763754399239968,39.698151707428345,82.47432373470076,5.3513810657565966,13.605623443164294,44.97000901250646
72.82163486118596,44.72025405048357,29.238311041219312,7.741727993639006,83.60789007952809,45.16440586561343
36.77831327192532,60.05943333606173,44.391945450637785,6.800011373202752,15.478603484611197,53.557264204587014
63.23058305935795,51.567942769649775,2.1913328775008956,7.2194084200814395,30.11755869973588,50.884941050287715
63.35297107608947,91.93919732144174,30.1046077834313,6.574042521929618,24.8976899161365,66.98368332239919
53.57746840747585,49.696348290583025,50.26312426301305,8.22919042718103,37.23070985730478,50.084421032917966
9.02897700544083,99.21580148233127,5.617607734743901,8.233032220573724,25.466376588996187,37.4140495931914
83.5302495589238,85.14249577450957,49.10957293831652,7.6922496982097375,48.8950926438452,72.94021250348834
32.07800649717358,20.85105143573358,92.71106288584274,4.97430619828408,40.74078813546854,51.66984117187999
18.651851039985424,93.05952146439162,10.539321810780521,8.274842378568309,98.65694907793265,29.127374762417638
4.077514155476392,11.636639788547608,76.44407280755044,7.519558412398094,5.592635012822567,32.56208711712942
59.08929431882418,81.74497084911916,40.967105337599264,7.6366087470193476,14.218137638735161,52.530923892835816
67.75643618422824,38.06232934765801,65.5173714524338,6.133422781817423,5.282589390860249,55.08062446404015
1.6587828927856152,87.79743204450695,26.023659798522935,8.45675800270653,62.58411949823758,41.010782232287156
51.2093058299281,86.80566901074504,15.949226254135828,7.764172201056859,5.450927741371958,41.968190889589025
22.649577519793795,80.59254001176211,16.046261427122644,5.006657099381375,83.64397373761233,36.958152439159754
64.51727904094498,79.00304363070614,7.049194564314465,6.335001154827732,51.19386306819278,69.36595660141354
17.436642900499145,30.46791390980408,18.564670490124303,8.488711628820639,52.70076245815337,34.98187338896564
69.09377381024659,8.091928305125219,66.42193849889682,4.712385157638206,56.15945077121942,50.30463852799945
38.67353463005374,40.29801787651615,88.16906118435081,8.826374788389224,17.081370630621073,41.59672759850363
93.67299887367345,17.35245149865087,81.41256855911618,7.556231557438032,19.769030311448756,57.844414348353496
13.752094414599325,69.49510889024617,68.51343098744842,7.341191899395195,31.88173228730047,57.14510014307632
34.10663510502585,34.609972653778556,11.043186341110268,5.717516654195961,59.34964158218514,46.937771465142205
11.347352124058908,97.56102008599149,28.918744629594983,5.619563049326297,21.011777594021453,49.54401852773467
92.46936182785628,64.0972077345332,30.980687532246897,8.73926198769868,11.633172713326124,43.7927288726327
87.7339353380981,82.24805636343609,24.99569463976212,5.842226044053552,97.01168864184322,56.30019789673146
25.79416277151556,13.252467274184843,51.50056597097231,7.989773835235497,2.1981814809622913,25.581782692915358
65.99840460341791,86.20144822726226,53.55538148796726,6.269048091931856,80.26974053360216,68.51681256661409
81.72222002012158,92.27571905133944,35.68859751711102,5.126643318531168,78.8035149575022,58.20463265271928
55.52008115994623,48.70619188189359,35.3789158736436,4.548218839629115,29.7214113845096,42.78687427603491
52.965057835600646,60.625293775097745,82.85555979060814,6.949158016568629,13.56266160073134,62.7952315238845
24.18522909004517,76.48098009029954,78.92928483196856,8.891004683470197,14.562864670542341,42.891394636072086
9.310276780589922,17.483862726041256,30.779583168074566,6.16111287214142,69.74316172371925,42.50138595738157
89.72157579533267,50.25660764634424,91.37884438732593,6.107365502968702,64.28065910861737,79.07544051850728
90.04180571633304,39.86630277723131,95.2815017002506,6.04841228032249,78.27456742513867,71.78930497181148
63.31014572732679,14.63739921622491,32.67425420300408,6.842447267871863,93.74811723991047,43.486130094007436
33.90297910487007,36.753442229153144,35.442494879305485,6.4829919754093215,69.1927363266592,53.539796192184234
34.92095746126609,6.817230938549357,50.56341534219588,8.459615820271566,15.585153655144346,27.62638340671709
72.59556788702393,2.5811906949486985,94.11208125336735,6.774843562755706,24.344261676541066,62.85417022787974
89.71102599525771,13.516628915482276,87.63194331423115,6.78491027184856,84.21937308731145,63.68868415049822
88.70864242651173,96.31151115891738,10.25679625835898,5.122672176242505,20.93060758342086,55.17394072128833
77.98755458576238,54.952953589501696,39.27307432714162,8.922327934096737,7.252231695448142,38.40746083812271
64.20316461542878,96.582216115322,55.33711897497719,5.624878008909734,70.32800540422505,68.73065694230965
8.413996499504883,43.2497878330132,50.313247255154,4.830138303568212,40.2526355490142,41.45699371724758
16.162871409461378,31.181613308525957,19.38630679368927,7.4841581203884395,92.00400525459035,28.867324969395685
89.85541885270793,50.61418628402441,85.88167711681547,7.179148665705927,65.02550710936616,75.14085338630093
60.642905965958995,43.95116886329101,67.69407829968374,6.368155442967356,9.041897779166074,57.901313102042934
0.9197051616629648,10.566468426174392,83.79083748518036,6.399865052463051,94.78565672536607,41.04112037995849
10.147154286603211,64.08263146902063,85.87642793494722,8.03278764470894,25.85572636402459,48.54164879592891
66.35017691080559,21.60381825095996,74.83558536657398,5.380706880448421,33.72124904062858,56.73657612421327
0.5061583846218687,61.95879548978296,43.92106012497173,8.191139935252004,40.2260413683542,42.1539072039361
16.080805141749867,65.02010923981534,61.054675501542455,7.419362012527582,5.122429640431325,43.58673044217181
54.87337893665861,15.20248531286481,16.036540611974313,6.38536398200786,49.65154222306049,56.95211449332404
69.18951976926932,6.134962711066816,67.36454174749078,6.561128774627409,12.331849107529225,53.43321210379588
65.19612595026005,78.07615860684398,17.925325573928074,5.654912432337431,40.097032668835176,62.2725745152354
22.42693094605598,45.98004237693202,69.39495905101568,7.8845144971363865,35.07097879920843,49.25858978867971
71.2179221347536,5.816379550547579,22.959816075396866,6.807936340373705,77.28400834265034,48.15910057447436
23.724908749680008,99.48663171697672,11.755130015021997,5.943845442374296,80.3170511632731,52.00074552463521
32.539969815926774,5.778056099636664,16.52844901429574,7.182225520924276,15.3412882389088,32.95338450629005
74.64914051180241,69.50352288585532,0.1992135219070268,8.980805034230954,36.65511873792262,44.45418827841692
64.96328990472146,98.36789252634136,71.87396178535302,6.458680258454493,37.33531610318317,81.9580893594322
84.9223410494178,23.918010421592562,73.24010490583791,8.643111303503787,15.141044393608505,44.4847907158571
65.76128923003434,14.224936868719617,51.493334991325945,6.052575779660548,79.84535050511906,52.452815445198496
56.830860333547164,12.138493942242889,16.13628010553837,4.746297181162436,70.72283283354233,33.029330556462696
9.367476782809248,30.327514756759555,8.355433751068976,5.41908947865793,19.038178629703474,28.376571904769243
36.77158030594335,10.10458110106467,1.912896643728701,6.384128144974579,36.6721908593799,44.29287474220642
26.520236768172545,69.2161341694132,16.57481769652207,5.48835717867556,10.580502485651422,38.68382371635116
24.398964337908357,6.229179813006269,89.08555349831467,4.50102167198215,62.820659709304394,41.52671628044551
97.30105547524455,50.94221281497897,24.153684170168177,8.617506919863873,12.137192454861967,41.45935819931136
39.30977246667604,99.66968538529768,35.42713272172156,8.29745735053918,98.59341686249178,39.42006874798877
89.20465551771133,81.39702695060188,10.534548448133318,7.840315041691262,78.06820746878623,53.14582519422056
63.11386259972629,61.52194382310109,22.236130474817028,5.255165680407129,39.023854958399504,54.199790460220626
79.48113035416485,30.625362078661166,51.922457078020514,5.0416360929449375,57.85639322793544,56.16874252258856
50.26370931051921,62.389583629163845,60.775268309565256,4.804221372625724,91.13418162164088,42.98087636879347
57.69038846263591,52.70414639116516,24.535231416621105,7.758131349478146,55.40992803958261,53.88575094145115
49.25176938188639,42.60833838903715,5.773215922511721,8.679635823095484,17.44984863979552,28.366138555712894
19.52429877980445,13.071037674019948,39.10328691273987,6.437411194108666,37.87033555811593,49.44872364954116
72.24521152615053,88.66042152404667,23.420337092633414,5.036133023982217,84.31448650297455,49.989607393396774
28.07723624408558,44.97846488213225,21.955392322980195,6.805767693294479,64.42130159896179,52.32027541864913
2.431596643145384,19.462251182076507,95.98628027134552,6.069743583563835,65.07243843338003,55.77893519635806
64.54722959071678,36.77593508772896,61.63004859257241,6.18671215957499,86.68214856884892,56.959984543777885
17.711067940704893,41.4129752528927,55.68784431720959,7.295987808700683,89.39730574625047,41.77300874995868
94.04585843529144,82.75378955668742,41.57751035233219,7.73423150967991,91.97925717794362,56.22150905156174
95.39285770025873,73.3614380561402,42.89443334301443,4.9977161949292235,9.48491932531561,52.594540789491724
91.48643902204485,76.93048936413398,54.090500383808084,4.660156038629144,54.41260019631009,66.4175742110989
37.01587002554444,1.1031264428647214,69.64298070361072,8.974486362085717,74.05095212183186,32.86832417017133
1.5456616528867428,41.615399817976154,70.21460961818295,5.5472775701199835,75.69268451270138,45.101747324613406
92.83185625877253,48.13441516353236,17.169390770544958,4.742237362088066,60.67162019700039,51.62529885055227
42.81841483173143,1.9192276823056686,50.0112752076627,5.35443898093164,16.678733518367416,35.998125767435894
96.66548190436696,25.98132087450342,41.195809503410196,4.675310308568089,79.74205539416643,44.6564737795846
96.36199770892529,76.0289823122135,87.05269662693841,6.263149025777272,72.01113335149458,82.53109267409648
85.300945546736,13.710970572899905,63.14189212183764,8.11080803003096,8.613577154903629,41.34128485379373
29.444889206958567,53.531013145259166,53.25040664159818,6.035600023909742,46.380982467437626,63.753193030474904
38.50977286019253,21.52018720172375,11.539464217891737,6.498825330952649,17.39773995218036,41.2729670383648
85.11366715168569,1.2120774643893273,60.56378893234115,7.5401404810534745,33.74770457129719,54.520931919477526
31.692200515627768,24.12014575995415,11.720390568023342,6.7900233153144605,1.8081092205685434,33.406098157465635
16.94927466860925,97.58737549100537,33.720657556575205,8.37650558709596,40.032986841075825,49.103363746363286
55.68012624583501,80.15371118829896,14.284196481433186,8.397160537705904,54.987692115621044,51.33580041634434
93.6154774160781,95.95766443210334,69.20736470243689,4.544598129710192,61.95825928270868,69.92908444139621
69.6029796674973,48.785404392636245,20.62521138361526,8.001208379174397,66.34903451287101,47.74439146013809
57.0061170089365,10.973619867750351,39.1859373188026,6.573301201087532,83.629131310246,47.927823764198756
9.717649377076853,54.79594889736929,89.56747776187787,8.949782435866485,21.546290727573002,40.429759183397536
61.500722669916975,45.43773345599609,20.431638339897027,6.674544341439458,12.048182243846794,49.990943183352655
99.00538501042632,84.4357082739616,50.780506395877914,8.941031754247339,85.15371718979256,53.799382775160595
14.008401523652402,9.808258078424458,41.9271661166022,7.895562125425815,15.661281489264988,26.966206856842042
51.832965236373674,48.82411370217782,1.8124041045729733,5.6187219807598785,97.47600813361953,35.067324832919795
87.73730719279554,15.004866469398426,79.27581135728128,6.92277740679131,84.2538229398637,60.9922039664978
74.07686177542044,32.467592689006,6.904590631459973,8.964610377653623,50.08766058895991,43.614170981950245
69.7015740995268,73.73570773877996,47.42550209769536,8.358887734883657,98.14214249220252,42.469439428027655
70.24840839871092,47.601812936876655,56.06782949389499,4.938151022060495,9.737672910800422,44.58513632634113
35.94911512197552,37.58882851457693,62.842645661458704,7.678673985644982,30.306576117510165,49.38386937015417
29.359184426449335,39.44762785700353,68.86316293078755,6.055108136418658,63.822441504061146,60.12051777117021
80.93611554785136,45.94467684059866,25.327238352271507,4.531420178461566,35.00068684731787,47.32271252798574
81.01133946791808,78.50165438370568,0.9978776658449373,6.315664360621498,92.83725519807918,54.630346204551685
86.70723185801037,89.20846889402344,72.3443662354912,5.55639489776237,6.562608817781756,65.091039700726
91.32405525564712,95.53346865039283,53.56565993475786,8.184911717342121,54.941183206096454,70.94503691321938
51.13423988609378,78.6903386255295,83.61177032072487,6.017987739805944,59.08662673951145,76.85913340286872
50.15162946871996,31.540689574801274,82.13883629006943,8.223856622792177,65.27281237772242,51.18334553998622
79.82951789667752,68.81347060865421,84.33261677878832,4.502690724756579,25.566622333181442,59.54307106707963
64.99639307777652,43.760312405539196,48.50946599795402,5.885186175117536,36.45664275198644,62.59165431739226
70.19668772577033,25.467062204605117,33.362839583686565,5.585243464384929,84.36805296649777,45.22021022309015
79.57926694361011,84.08715794259226,79.155820259137,5.55105312480875,19.494276897015983,69.11153398200261
89.00053418175663,3.8426348962324997,45.12941130292549,4.806839788944582,82.68678471733621,39.289755531736546
33.79951568515358,90.17619921354235,18.34421964034345,5.342059216847257,56.26554229027424,56.18771132226668
37.5582952639944,46.147746462473414,85.49740195614743,6.999973064485289,76.21875111940821,61.003364040732585
9.3981939840869,63.72014768082804,88.25598767723473,5.81112482776985,71.36073662634715,59.506065987530846
57.8280140996174,65.93539222057827,46.63097561401701,6.378276520481165,20.7511495384879,62.231717624277884
3.5942273796742086,89.51177407065364,7.569972730978747,6.195900961562348,56.88127364338729,56.478977013872495
46.55980181324602,63.66696821672073,38.782608991693124,8.441572162499526,86.77231528050923,38.12998266317534
54.26446347075766,61.39335847600618,80.35376594626034,8.573845495547321,43.211623680192936,58.81567760413209
28.65412521282844,6.665204056068996,90.17740285462287,6.71830637245137,96.65907702233167,45.96477219384472
